Time(s),CH1(V),CH2(V)
-0.036589,4.532871,0.473197
-0.036582,4.532871,0.473197
-0.036576,4.532871,0.473197
-0.036569,4.532871,0.473197
-0.036563,4.532871,0.473197
-0.036556,4.532871,0.473197
-0.036549,4.532871,0.473197
-0.036543,4.532871,0.473197
-0.036536,4.532871,0.473197
-0.036530,4.532871,0.473197
-0.036523,4.532871,0.473197
-0.036517,4.532871,0.473197
-0.036510,4.532871,0.473197
-0.036504,4.532871,0.473197
-0.036497,4.532871,0.473197
-0.036491,4.532871,0.473197
-0.036484,4.532871,0.473197
-0.036478,4.532871,0.473197
-0.036471,4.532871,0.473197
-0.036465,4.532871,0.473197
-0.036458,4.532871,0.473197
-0.036452,4.532871,0.473197
-0.036445,4.532871,0.473197
-0.036439,4.532871,0.473197
-0.036432,4.532871,0.473197
-0.036426,4.532871,0.473197
-0.036419,4.532871,0.473197
-0.036413,4.532871,0.473197
-0.036406,4.532871,0.473197
-0.036400,4.532871,0.473197
-0.036393,4.532871,0.473197
-0.036387,4.532871,0.473197
-0.036380,4.532871,0.473197
-0.036374,4.532871,0.473197
-0.036367,4.532871,0.473197
-0.036361,4.532871,0.473197
-0.036354,4.532871,0.473197
-0.036348,4.532871,0.473197
-0.036341,4.532871,0.473197
-0.036335,4.532871,0.473197
-0.036328,4.532871,0.473197
-0.036322,4.532871,0.473197
-0.036315,4.532871,0.473197
-0.036309,4.532871,0.473197
-0.036302,4.532871,0.473197
-0.036296,4.532871,0.473197
-0.036289,4.532871,0.473197
-0.036283,4.532871,0.473197
-0.036276,4.532871,0.473197
-0.036270,4.532871,0.473197
-0.036263,4.532871,0.473197
-0.036257,4.532871,0.473197
-0.036250,4.532871,0.473197
-0.036243,4.532871,0.473197
-0.036237,4.532871,0.473197
-0.036230,4.532871,0.473197
-0.036224,4.532871,0.473197
-0.036217,4.532871,0.473197
-0.036211,4.532871,0.473197
-0.036204,4.532871,0.473197
-0.036198,4.532871,0.473197
-0.036191,4.532871,0.473197
-0.036185,4.532871,0.473197
-0.036178,4.532871,0.473197
-0.036172,4.532871,0.473197
-0.036165,4.532871,0.473197
-0.036159,4.532871,0.473197
-0.036152,4.532871,0.473197
-0.036146,4.532871,0.473197
-0.036139,4.532871,0.473197
-0.036133,4.532871,0.473197
-0.036126,4.532871,0.473197
-0.036120,4.532871,0.473197
-0.036113,4.532871,0.473197
-0.036107,4.532871,0.473197
-0.036100,4.532871,0.473197
-0.036094,4.532871,0.473197
-0.036087,4.532871,0.473197
-0.036081,4.532871,0.473197
-0.036074,4.532871,0.473197
-0.036068,4.532871,0.473197
-0.036061,4.532871,0.473197
-0.036055,4.532871,0.473197
-0.036048,4.532871,0.473197
-0.036042,4.532871,0.473197
-0.036035,4.532871,0.473197
-0.036029,4.532871,0.473197
-0.036022,4.532871,0.473197
-0.036016,4.532871,0.473197
-0.036009,4.532871,0.473197
-0.036003,4.532871,0.473197
-0.035996,4.532871,0.473197
-0.035990,4.532871,0.473197
-0.035983,4.532871,0.473197
-0.035977,4.532871,0.473197
-0.035970,4.532871,0.473197
-0.035964,4.532871,0.473197
-0.035957,4.532871,0.473197
-0.035951,4.532871,0.473197
-0.035944,4.532871,0.473197
-0.035938,4.532871,0.473197
-0.035931,4.532871,0.473197
-0.035924,4.532871,0.473197
-0.035918,4.532871,0.473197
